22.534229,73.640201,4.773329,2.914618,5.595052,4.227353,5.622166,6.611408,4.012400,4.067783,2.381650,2.981948,3.215944,2.826609,4.831925,3.272996,4.056641,1.789052,4.065613,4.235523,4.744244,2.598115,3.069040,3.421547,3.569631,5.595983,6.154123,4.866018,4.488461,2.628678,2.434330,2.896661,2.597131,3.234865,2.042239,2.757091,1.936313,3.278849,3.251169,3.796026
28.933123,73.521179,4.960021,3.059238,5.608948,4.206616,5.718664,6.615317,4.155121,4.261194,2.466785,3.055770,3.442101,2.920889,4.824475,3.288847,4.110246,1.878450,4.196130,4.274871,4.930061,3.008440,3.126545,3.744009,4.110321,5.593294,6.155580,4.863234,4.479848,2.634812,2.444059,3.070142,2.580690,3.241470,2.045381,2.765940,2.073596,3.306568,3.248683,4.190060
29.732984,73.506301,5.159881,3.320702,5.651924,4.205735,5.776802,6.619787,4.387024,4.668935,2.533312,3.178601,4.002403,2.997970,4.828103,3.298286,4.191089,1.931553,4.408111,4.316644,5.109479,3.497023,3.111238,5.968029,4.614704,5.598685,6.160503,4.868325,4.479108,2.634568,2.445334,3.671305,2.578986,3.243511,2.046913,2.777399,2.847820,3.300772,3.252506,4.830405
30.532846,73.491424,5.220286,3.400737,5.663431,4.210342,5.796324,6.628123,4.442830,4.706416,2.557671,3.195806,4.071944,3.025289,4.832821,3.302644,4.202493,1.933520,4.448985,4.322393,5.167302,3.821046,3.107753,6.581926,5.127736,5.607179,6.168736,4.875466,4.484333,2.638273,2.448945,3.823244,2.582445,3.246240,2.048755,2.781598,3.025622,3.299321,3.257310,4.850710
31.332707,73.476546,4.933287,3.034834,5.632959,4.223028,5.714427,6.641237,4.138927,4.288753,2.457610,3.058927,3.459038,2.909653,4.838958,3.304420,4.118456,1.895541,4.183278,4.283726,4.902806,2.864513,3.126016,3.633623,3.940491,5.619467,6.181015,4.884979,4.497793,2.647582,2.455691,3.042921,2.593148,3.249744,2.050971,2.774032,2.051868,3.305734,3.263195,4.174059
32.147447,74.261530,4.821049,2.930064,5.553832,4.166890,5.638595,6.576358,4.030608,4.104623,2.391641,2.991630,3.267215,2.847309,4.801725,3.256357,4.051734,1.810636,4.091274,4.236910,4.794329,2.768040,3.059624,3.443744,3.792709,5.560655,6.120463,4.838655,4.438543,2.602024,2.414723,2.916693,2.546149,3.226228,2.036368,2.746098,1.921904,3.273044,3.230520,4.002390
31.347585,74.276408,5.076884,3.225072,5.599292,4.155159,5.712167,6.565980,4.314429,4.612063,2.465291,3.147019,3.939308,2.942076,4.798692,3.273115,4.156261,1.918849,4.369862,4.292577,5.024821,3.541762,3.036896,5.943680,4.526305,5.551247,6.111015,4.831823,4.424852,2.593160,2.409119,3.593371,2.535625,3.224215,2.035031,2.757110,2.809914,3.263193,3.226733,4.804685
30.547724,74.291285,5.166969,3.328617,5.597273,4.147440,5.740206,6.559127,4.391812,4.653204,2.500304,3.168613,4.020524,2.982573,4.795282,3.269896,4.166916,1.917437,4.431568,4.295073,5.112331,3.861117,3.030064,6.570837,5.102099,5.544717,6.104601,4.826812,4.417219,2.588240,2.405519,3.773019,2.530115,3.222741,2.034007,2.756994,3.006183,3.260706,3.223712,4.812826
29.747862,74.306163,5.038659,3.165390,5.586106,4.145466,5.705991,6.555402,4.270322,4.562850,2.456897,3.129801,3.848890,2.930591,4.792918,3.267508,4.145554,1.916025,4.330527,4.286118,4.991641,3.086781,3.034505,5.076516,4.074897,5.540651,6.100831,4.823361,4.414956,2.586814,2.403876,3.429068,2.528965,3.221754,2.033199,2.753013,2.575662,3.263185,3.221328,4.666720
28.948000,74.321041,5.114234,3.261970,5.588718,4.147586,5.724568,6.554074,4.345000,4.625157,2.481169,3.154739,3.967662,2.959177,4.791412,3.265792,4.157805,1.915559,4.396689,4.289864,5.061514,3.651998,3.043579,6.096892,4.640324,5.538462,6.099085,4.821129,4.416446,2.587820,2.403762,3.648875,2.530799,3.221142,2.032523,2.753478,2.865278,3.267824,3.219455,4.804197
