0.94,77.6
0.94,76.8
0.94,76
0.94,75.2
0.94,74.4
0.94,73.6
0.94,72.8
0.94,72
0.94,71.2
0.94,70.4
0.94,69.6
0.94,68.8
0.94,68
0.94,67.2
0.94,66.4
0.94,65.6
0.94,64.8
0.94,64
0.94,63.2
0.94,62.4
0.94,61.6
0.94,60.8
0.94,60
0.94,59.2
0.94,58.4
0.94,57.6
0.94,56.8
0.94,56
0.94,55.2
0.94,54.4
0.94,53.6
0.94,52.8
0.94,52
0.94,51.2
0.94,50.4
0.94,49.6
0.94,48.8
0.94,48
0.94,47.2
0.94,46.4
0.94,45.6
0.94,44.8
0.94,44
0.94,43.2
0.94,42.4
0.94,41.6
0.94,40.8
0.94,40
0.94,39.2
0.94,38.4
0.94,37.6
0.94,36.8
0.94,36
0.94,35.2
0.94,34.4
0.94,33.6
0.94,32.8
0.94,32
0.94,31.2
0.94,30.4
0.94,29.6
0.94,28.8
0.94,28
0.94,27.2
0.94,26.4
0.94,25.6
0.94,24.8
0.94,24
0.94,23.2
0.94,22.4
0.94,21.6
0.94,20.8
0.94,20
0.94,19.2
0.94,18.4
0.94,17.6
0.94,16.8
0.94,16
0.94,15.2
0.94,14.4
0.94,13.6
0.94,12.8
0.94,12
0.94,11.2
0.94,10.4
0.94,9.6
0.94,8.8
0.94,8
0.94,7.2
1.5,7.2
1.5,8
1.5,8.8
1.5,9.6
1.5,10.4
1.5,11.2
1.5,12
1.5,12.8
1.5,13.6
1.5,14.4
1.5,15.2
1.5,16
1.5,16.8
1.5,17.6
1.5,18.4
1.5,19.2
1.5,20
1.5,20.8
1.5,21.6
1.5,22.4
1.5,23.2
1.5,24
1.5,24.8
1.5,25.6
1.5,26.4
1.5,27.2
1.5,28
1.5,28.8
1.5,29.6
1.5,30.4
1.5,31.2
1.5,32
1.5,32.8
1.5,33.6
1.5,34.4
1.5,35.2
1.5,36
1.5,36.8
1.5,37.6
1.5,38.4
1.5,39.2
1.5,40
1.5,40.8
1.5,41.6
1.5,42.4
1.5,43.2
1.5,44
1.5,44.8
1.5,45.6
1.5,46.4
1.5,47.2
1.5,48
1.5,48.8
1.5,49.6
1.5,50.4
1.5,51.2
1.5,52
1.5,52.8
1.5,53.6
1.5,54.4
1.5,55.2
1.5,56
1.5,56.8
1.5,57.6
1.5,58.4
1.5,59.2
1.5,60
1.5,60.8
1.5,61.6
1.5,62.4
1.5,63.2
1.5,64
1.5,64.8
1.5,65.6
1.5,66.4
1.5,67.2
1.5,68
1.5,68.8
1.5,69.6
1.5,70.4
1.5,71.2
1.5,72
1.5,72.8
1.5,73.6
1.5,74.4
1.5,75.2
1.5,76
1.5,76.8
1.5,77.6
