49.364000,12.700000,-53.467191,4.746148
49.364000,12.800000,-53.460823,4.748518
49.364000,12.900000,-53.453732,4.750562
49.364000,13.000000,-53.445834,4.752292
49.364000,13.100000,-53.437050,4.753723
49.364000,13.200000,-53.427303,4.754870
49.364000,13.300000,-53.416519,4.755750
49.364000,13.400000,-53.404630,4.756379
49.364000,13.500000,-53.391568,4.756776
49.364000,13.600000,-53.377271,4.756959
49.364000,13.700000,-53.361678,4.756947
49.364000,13.800000,-53.344732,4.756759
49.364000,13.900000,-53.326382,4.756415
49.364000,14.000000,-53.306577,4.755934
49.364000,14.100000,-53.285270,4.755334
49.364000,14.200000,-53.262418,4.754635
49.364000,14.300000,-53.237981,4.753855
49.364000,14.400000,-53.211920,4.753012
49.364000,14.500000,-53.184201,4.752123
49.364000,14.600000,-53.154794,4.751204
49.364000,14.700000,-53.123668,4.750270
49.364000,14.800000,-53.090796,4.749336
49.364000,14.900000,-53.056156,4.748414
49.364000,15.000000,-53.019726,4.747518
49.364000,15.100000,-52.981485,4.746657
49.364000,15.200000,-52.941416,4.745841
49.364000,15.300000,-52.899504,4.745079
49.364000,15.400000,-52.855735,4.744377
49.364000,15.500000,-52.810097,4.743742
49.364000,15.600000,-52.762579,4.743177
49.364000,15.700000,-52.713173,4.742686
49.364000,15.800000,-52.661869,4.742271
49.364000,15.900000,-52.608660,4.741933
49.364000,16.000000,-52.553542,4.741671
49.364000,16.100000,-52.496508,4.741485
49.364000,16.200000,-52.437555,4.741373
49.364000,16.300000,-52.376677,4.741332
49.364000,16.400000,-52.313873,4.741357
49.364000,16.500000,-52.249138,4.741446
49.364000,16.600000,-52.182470,4.741594
49.364000,16.700000,-52.113866,4.741794
49.364000,16.800000,-52.043323,4.742042
49.364000,16.900000,-51.970840,4.742333
49.364000,17.000000,-51.896414,4.742660
49.364000,17.100000,-51.820041,4.743017
49.364000,17.200000,-51.741720,4.743399
49.364000,17.300000,-51.661448,4.743801
49.364000,17.400000,-51.579221,4.744216
49.364000,17.500000,-51.495037,4.744640
