0.600000,4.700000
0.600000,5.500000
0.600000,6.300000
0.600000,7.100000
0.600000,7.900000
0.600000,8.700000
0.600000,9.500000
0.600000,10.300000
0.600000,11.100000
0.600000,11.900000
0.600000,12.700000
0.600000,13.500000
0.600000,14.300000
0.600000,15.100000
0.600000,15.900000
0.600000,16.700000
0.600000,17.500000
0.600000,18.300000
0.600000,19.100000
0.600000,19.900000
0.600000,20.700000
0.600000,21.500000
0.600000,22.300000
0.600000,23.000000
1.500000,23.000000
1.500000,22.300000
1.500000,21.500000
1.500000,20.700000
1.500000,19.900000
1.500000,19.100000
1.500000,18.300000
1.500000,17.500000
1.500000,16.700000
1.500000,15.900000
1.500000,15.100000
1.500000,14.300000
1.500000,13.500000
1.500000,12.700000
1.500000,11.900000
1.500000,11.100000
1.500000,10.300000
1.500000,9.500000
1.500000,8.700000
1.500000,7.900000
1.500000,7.100000
1.500000,6.300000
1.500000,5.500000
1.500000,4.700000
