45.004744	77.222932
44.204883	77.23781
43.405021	77.252687
42.605159	77.267565
41.805298	77.282443
41.005436	77.297321
40.205574	77.312199
39.405713	77.327076
38.605851	77.341954
37.80599	77.356832
37.006128	77.37171
35.406405	77.401465
34.606543	77.416343
33.00682	77.446099
1.240497	81.799875
1.242904	80.999879
1.245311	80.199882
1.247717	79.399886
1.250124	78.599889
1.252531	77.799893
1.254937	76.999897
1.257344	76.1999
1.259751	75.399904
1.262158	74.599908
1.264564	73.799911
1.266971	72.999915
1.269378	72.199918
1.271785	71.399922
1.274191	70.599926
1.276598	69.799929
1.279005	68.999933
1.281412	68.199936
1.283818	67.39994
1.286225	66.599944
1.288632	65.799947
1.291039	64.999951
1.293445	64.199955
1.295852	63.399958
1.298259	62.599962
1.300665	61.799965
1.303072	60.999969
1.305479	60.199973
1.307886	59.399976
1.310292	58.59998
1.312699	57.799984
1.315106	56.999987
1.317513	56.199991
1.319919	55.399994
1.322326	54.599998
1.324733	53.800002
1.32714	53.000005
1.329546	52.200009
1.331953	51.400013
1.33436	50.600016
1.336766	49.80002
1.339173	49.000023
1.34158	48.200027
1.343987	47.400031
1.346393	46.600034
1.3488	45.800038
1.351207	45.000041
1.353614	44.200045
1.35602	43.400049
1.358427	42.600052
1.360834	41.800056
1.363241	41.00006
1.365647	40.200063
1.370461	38.60007
1.372867	37.800074
1.375274	37.000078
1.387308	33.000096
1.389715	32.200099
1.392121	31.400103
1.394528	30.600107
1.396935	29.80011
1.399342	29.000114
1.401748	28.200117
1.404155	27.400121
1.406562	26.600125
1.408968	25.800128
1.411375	25.000132
1.413782	24.200136
1.416189	23.400139
1.418595	22.600143
1.421002	21.800146
1.423409	21.00015
1.425816	20.200154
1.428222	19.400157
1.430629	18.600161
1.433036	17.800165
1.435443	17.000168
1.437849	16.200172
1.440256	15.400175
1.442663	14.600179
1.44507	13.800183
1.447476	13.000186
1.449883	12.20019
1.45229	11.400194
1.454696	10.600197
1.457103	9.800201
1.45951	9.000204
1.461917	8.200208
1.464323	7.400212
1.46673	6.600215
1.469137	5.800219
1.471544	5.000222
47.545256	4.240413
46.745278	4.234466
45.9453	4.228519
45.145322	4.222572
44.345344	4.216625
43.545366	4.210678
42.745388	4.204731
41.94541	4.198784
41.145432	4.192837
40.345455	4.18689
39.545477	4.180944
38.745499	4.174997
37.945521	4.16905
37.145543	4.163103
36.345565	4.157156
35.545587	4.151209
34.745609	4.145262
33.945631	4.139315
33.145653	4.133368
32.345676	4.127421
31.545698	4.121474
30.74572	4.115528
29.945742	4.109581
29.145764	4.103634
28.345786	4.097687
25.945852	4.079846
25.145875	4.073899
24.345897	4.067952
23.545919	4.062005
22.745941	4.056058
21.945963	4.050112
21.145985	4.044165
20.346007	4.038218
19.546029	4.032271
18.746051	4.026324
17.946073	4.020377
17.146096	4.01443
16.346118	4.008483
15.54614	4.002536
14.746162	3.996589
13.946184	3.990642
13.146206	3.984696
9.946294	3.960908
9.146317	3.954961
8.346339	3.949014
7.546361	3.943067
6.746383	3.93712
5.946405	3.931173
5.146427	3.925226
4.346449	3.919279
3.546471	3.913333
2.746493	3.907386
1.946516	3.901439
1.146538	3.895492
0.34656	3.889545
-0.453418	3.883598
-1.253396	3.877651
-2.053374	3.871704
-2.853352	3.865757
-3.65333	3.85981
-4.453308	3.853863
-5.253286	3.847917
-6.053263	3.84197
-6.853241	3.836023
