1565860975.000000,14.932363,4.358294,-43.000000,-34.000000,-38.000000,-44.000000,-67.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-58.000000,-39.000000,-54.000000,-57.000000,-71.000000,-93.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565860981.000000,14.900185,4.339596,-46.000000,-32.000000,-39.000000,-55.000000,-69.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-52.000000,-40.000000,-57.000000,-56.000000,-77.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565860987.000000,14.900185,4.339596,-52.000000,-36.000000,-35.000000,-45.000000,-68.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-51.000000,-39.000000,-54.000000,-53.000000,-76.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565860992.000000,14.914884,4.353571,-45.000000,-37.000000,-38.000000,-41.000000,-64.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-51.000000,-45.000000,-53.000000,-53.000000,-76.000000,-96.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565860998.000000,14.670717,4.458905,-49.000000,-36.000000,-37.000000,-39.000000,-60.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-55.000000,-42.000000,-52.000000,-51.000000,-72.000000,-92.000000,-92.000000,-100.000000,-100.000000,-100.000000
1565861004.000000,11.939700,3.617182,-45.000000,-33.000000,-35.000000,-45.000000,-63.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-56.000000,-42.000000,-50.000000,-56.000000,-74.000000,-92.000000,-92.000000,-100.000000,-100.000000,-100.000000
1565861009.000000,9.131696,3.007193,-41.000000,-33.000000,-36.000000,-46.000000,-63.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-56.000000,-42.000000,-46.000000,-58.000000,-70.000000,-89.000000,-92.000000,-100.000000,-100.000000,-100.000000
1565861015.000000,6.481484,2.477731,-42.000000,-35.000000,-38.000000,-47.000000,-63.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-49.000000,-39.000000,-47.000000,-55.000000,-73.000000,-89.000000,-92.000000,-100.000000,-100.000000,-100.000000
1565861020.000000,3.780082,2.021436,-35.000000,-29.000000,-38.000000,-46.000000,-60.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-50.000000,-40.000000,-46.000000,-57.000000,-73.000000,-89.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861026.000000,1.126961,1.355651,-34.000000,-35.000000,-44.000000,-46.000000,-60.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-46.000000,-42.000000,-49.000000,-65.000000,-73.000000,-93.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861031.000000,0.678814,1.249818,-35.000000,-33.000000,-42.000000,-49.000000,-64.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-43.000000,-51.000000,-49.000000,-65.000000,-82.000000,-92.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861037.000000,1.809997,1.186922,-35.000000,-39.000000,-48.000000,-52.000000,-73.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-43.000000,-50.000000,-54.000000,-72.000000,-81.000000,-92.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861043.000000,4.613282,1.169000,-30.000000,-40.000000,-56.000000,-51.000000,-72.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-47.000000,-44.000000,-58.000000,-68.000000,-76.000000,-92.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861048.000000,7.462808,1.183560,-33.000000,-38.000000,-55.000000,-60.000000,-72.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-51.000000,-42.000000,-57.000000,-68.000000,-76.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861054.000000,10.253593,1.159872,-53.000000,-27.000000,-49.000000,-56.000000,-72.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-56.000000,-39.000000,-57.000000,-67.000000,-75.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861059.000000,12.966693,1.205847,-37.000000,-27.000000,-50.000000,-54.000000,-68.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-49.000000,-42.000000,-56.000000,-64.000000,-74.000000,-92.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861065.000000,14.875867,1.237532,-43.000000,-30.000000,-46.000000,-51.000000,-71.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-61.000000,-38.000000,-57.000000,-65.000000,-76.000000,-92.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861070.000000,14.990210,1.258346,-44.000000,-37.000000,-44.000000,-51.000000,-70.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-57.000000,-40.000000,-55.000000,-65.000000,-76.000000,-92.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861076.000000,15.065790,1.335500,-55.000000,-38.000000,-44.000000,-51.000000,-71.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-58.000000,-44.000000,-55.000000,-66.000000,-74.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861081.000000,15.235711,2.006220,-52.000000,-40.000000,-41.000000,-48.000000,-65.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-62.000000,-45.000000,-55.000000,-62.000000,-74.000000,-91.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861087.000000,15.105026,2.128718,-52.000000,-38.000000,-37.000000,-44.000000,-61.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-67.000000,-49.000000,-47.000000,-55.000000,-74.000000,-92.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861092.000000,15.042704,2.146635,-56.000000,-40.000000,-37.000000,-44.000000,-57.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-62.000000,-47.000000,-47.000000,-51.000000,-75.000000,-91.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861098.000000,14.996322,2.093353,-48.000000,-39.000000,-38.000000,-44.000000,-58.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-55.000000,-44.000000,-51.000000,-55.000000,-75.000000,-91.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861103.000000,14.972664,2.082858,-55.000000,-42.000000,-46.000000,-48.000000,-62.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-63.000000,-50.000000,-49.000000,-56.000000,-79.000000,-91.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861109.000000,13.584209,2.212292,-51.000000,-42.000000,-37.000000,-38.000000,-62.000000,-64.000000,-100.000000,-100.000000,-100.000000,-100.000000,-56.000000,-48.000000,-49.000000,-51.000000,-75.000000,-91.000000,-100.000000,-100.000000,-100.000000,-100.000000
1565861114.000000,10.880760,2.018396,-42.000000,-35.000000,-37.000000,-42.000000,-61.000000,-64.000000,-100.000000,-100.000000,-100.000000,-100.000000,-53.000000,-45.000000,-45.000000,-53.000000,-75.000000,-87.000000,-100.000000,-100.000000,-100.000000,-100.000000
