49.455200,21.944700,-44.910971
49.345300,24.247900,-40.338232
49.339900,24.302200,-41.000000
49.345200,24.307700,-41.000000
49.382500,24.324500,-41.000000
49.382500,24.324500,-38.000000
49.393200,24.338700,-38.000000
49.359100,26.238000,-35.000000
49.336400,26.301700,-33.000000
49.310200,26.309400,-35.000000
49.359700,26.322400,-33.000000
49.383800,26.325000,-30.954737
49.383800,26.325000,-33.000000
49.383800,26.325000,-33.000000
49.417600,26.335200,-29.957856
49.971600,26.430100,-32.000000
49.971600,26.430100,-28.000000
49.971600,26.430100,-38.000000
49.972300,26.430700,-28.000000
49.949100,26.465300,-36.000000
49.329300,29.326700,-43.000000
49.329300,29.326700,-43.000000
49.329300,29.326700,-43.000000
49.329300,29.326700,-43.000000
49.462000,29.409300,-42.000000
49.505100,32.601900,-50.000000
49.400200,40.864100,-59.000000
49.334400,43.045800,-56.000000
49.323700,43.277600,-64.000000
49.351500,43.286300,-53.000000
49.310500,43.301000,-64.000000
49.309200,43.302900,-53.000000
49.337000,43.305400,-64.000000
49.289500,43.318000,-64.000000
49.345900,43.336200,-53.000000
49.345900,43.336200,-50.000000
49.345900,43.336200,-57.144205
49.376100,43.353900,-50.000000
49.323400,46.252600,-59.000000
49.304100,46.309500,-59.000000
49.343900,46.321100,-59.000000
49.350700,46.334800,-62.000000
49.350700,46.334800,-62.000000
49.350700,46.334800,-62.000000
49.350700,46.334800,-62.000000
49.968200,46.463000,-60.000000
49.968200,46.463000,-61.000000
49.968200,46.463000,-59.000000
49.980100,46.464100,-60.000000
49.956200,46.476200,-59.000000
49.334100,51.155700,-61.000000
49.322800,51.210200,-59.000000
49.322800,51.210200,-59.000000
49.322800,51.210200,-61.000000
49.316400,51.211900,-61.000000
49.400200,51.263300,-59.000000
49.413500,58.051100,-68.000000
49.340300,58.303000,-67.000000
49.299300,58.311600,-67.000000
49.360400,58.329500,-67.000000
49.360400,58.329500,-67.000000
49.360400,58.329500,-67.000000
49.362500,58.343300,-67.000000
49.419600,58.358500,-67.000000
49.973700,58.480000,-73.000000
49.973700,58.480000,-73.000000
49.973700,58.480000,-73.000000
49.983500,58.481100,-73.000000
49.961100,58.482900,-72.000000
49.959400,58.571000,-72.000000
