-43.240387,-43.007114,-42.781483,-42.605526,-42.448612,-42.282169
-43.075943,-42.839745,-42.618813,-42.436836,-42.287842,-42.124386
-42.923000,-42.698425,-42.481247,-42.313011,-42.157646,-41.976395
-42.790394,-42.564529,-42.362114,-42.209957,-42.033787,-41.851089
-42.673687,-42.446205,-42.268204,-42.123104,-41.973278,-41.773373
-42.563755,-42.349419,-42.185215,-42.078289,-41.929039,-41.717999
-42.470806,-42.272228,-42.149307,-42.061054,-41.909470,-41.691208
-42.389099,-42.221722,-42.134830,-42.058651,-41.899078,-41.678623
-42.324635,-42.204987,-42.129372,-42.064407,-41.895100,-41.672493
-42.310707,-42.214355,-42.152988,-42.078548,-41.914856,-41.672619
-42.315258,-42.231441,-42.167709,-42.095726,-41.950924,-41.718060
-42.329315,-42.244068,-42.189980,-42.132854,-42.017086,-41.784443
-42.351761,-42.263752,-42.222660,-42.217411,-42.168865,-41.925911
-42.339252,-42.266914,-42.273144,-42.333466,-42.317627,-42.087509
-42.315136,-42.261948,-42.358704,-42.421070,-42.489109,-42.301861
-42.317265,-42.336952,-42.445690,-42.578140,-43.003742,-42.850407
-42.376057,-42.447010,-42.588207,-42.997032,-43.756100,-43.644257
-42.501728,-42.640862,-42.979671,-43.742825,-44.727486,-44.815903
-42.724678,-42.976032,-43.716904,-44.631077,-45.914658,-46.195450
-43.057396,-43.659733,-44.542637,-45.715271,-47.312969,-47.836037
-43.578194,-44.475456,-45.533012,-47.060856,-48.991890,-49.665813
-44.395424,-45.394093,-46.801945,-48.687492,-50.764011,-51.578041
-45.234177,-46.544022,-48.343922,-50.408211,-52.455402,-53.260822
-46.277966,-47.988476,-49.792805,-51.765324,-53.710564,-54.614964
-47.410732,-49.108879,-50.993244,-52.993576,-54.759838,-55.677952
-48.387646,-50.227253,-52.230137,-54.116199,-55.757824,-56.698769
-49.488403,-51.440926,-53.498093,-55.152683,-56.778252,-57.678539
-50.642841,-52.814602,-54.546417,-56.248554,-57.736591,-58.698177
-51.955860,-53.992466,-55.636547,-57.288639,-58.715191,-59.695614
-53.373478,-55.092098,-56.757328,-58.279900,-59.722900,-60.289131
-54.533482,-56.223850,-57.842564,-59.310116,-60.739983,-60.701721
-55.682163,-57.397118,-58.900013,-60.419846,-61.272732,-61.136005
-56.875488,-58.486141,-59.987446,-61.502071,-61.760391,-61.623840
-58.083900,-59.560749,-61.089638,-62.176437,-62.244343,-62.128590
-59.209808,-60.644749,-62.169567,-62.633808,-62.710011,-62.645332
-60.286469,-61.755222,-63.032207,-63.093285,-63.153595,-63.117344
-61.366947,-62.855701,-63.468010,-63.522549,-63.589504,-63.563488
-62.460609,-63.858074,-63.888554,-63.950150,-64.024658,-64.005562
-63.537838,-64.280907,-64.311813,-64.382629,-64.459351,-64.447487
-64.589981,-64.707161,-64.738457,-64.818581,-64.896233,-64.896652
-65.162132,-65.141960,-65.174042,-65.259003,-65.340668,-65.352760
-65.602753,-65.581375,-65.618759,-65.700928,-65.793961,-65.736412
-66.044113,-66.022316,-66.070732,-66.156715,-66.249199,-66.052116
-66.483833,-66.471512,-66.526802,-66.611610,-66.699867,-66.365799
-66.937096,-66.933693,-66.993988,-67.073296,-67.049850,-66.685127
-67.394989,-67.400269,-67.463043,-67.537689,-67.381905,-67.015244
-67.850639,-67.870209,-67.930962,-68.002037,-67.716225,-67.348358
-68.303612,-68.327957,-68.394775,-68.402206,-68.051201,-67.682747
-68.757965,-68.774780,-68.823448,-68.714066,-68.365028,-68.005287
-69.183273,-69.195671,-69.243095,-69.019897,-68.678284,-68.316551
-69.600395,-69.613235,-69.644081,-69.322273,-68.991547,-68.628792
-70.017334,-70.031822,-69.945709,-69.624786,-69.302246,-68.942894
-70.420853,-70.453751,-70.248062,-69.927216,-69.604645,-69.256020
-70.825081,-70.875351,-70.550224,-70.229485,-69.905830,-69.566589
-71.152565,-71.184662,-70.853638,-70.531738,-70.207642,-69.875542
-71.398674,-71.340775,-71.109856,-70.835930,-70.510162,-70.179306
-71.647095,-71.468399,-71.248573,-71.005264,-70.748520,-70.483765
-71.838783,-71.596169,-71.373909,-71.147285,-70.892288,-70.629150
-71.965439,-71.724022,-71.499832,-71.287437,-71.036011,-70.774773
-72.094910,-71.851105,-71.629189,-71.415207,-71.180206,-70.920074
-72.233398,-71.987190,-71.760040,-71.542961,-71.322769,-71.065247
-72.375191,-72.128647,-71.900940,-71.680565,-71.455917,-71.211723
-72.518341,-72.270554,-72.041901,-71.820877,-71.598183,-71.365677
-72.662331,-72.412743,-72.182762,-71.963257,-71.741081,-71.508347
-72.807053,-72.556206,-72.324532,-72.107140,-71.884384,-71.650391
-72.955223,-72.700523,-72.466805,-72.251083,-72.027588,-71.794647
-73.103371,-72.845734,-72.610641,-72.397224,-72.174431,-71.942871
-73.253693,-72.997078,-72.760979,-72.546890,-72.323837,-72.093216
-73.408134,-73.152847,-72.916077,-72.697960,-72.474434,-72.243996
-73.563072,-73.309364,-73.072311,-72.850830,-72.625053,-72.394783
-73.721603,-73.465897,-73.229187,-73.005356,-72.774086,-72.543610
-73.881645,-73.623169,-73.386627,-73.157875,-72.924301,-72.693710
-74.041725,-73.781273,-73.541702,-73.314331,-73.078163,-72.849060
-74.204147,-73.939865,-73.699852,-73.472778,-73.235229,-73.003548
-74.365585,-74.101791,-73.858383,-73.631371,-73.393845,-73.157860
-74.527977,-74.265587,-74.016922,-73.790520,-73.552483,-73.313553
-74.692635,-74.429848,-74.176140,-73.949135,-73.711105,-73.471878
-74.857353,-74.594246,-74.339554,-74.107773,-73.869720,-73.630455
-75.022095,-74.759560,-74.503387,-74.266457,-74.028366,-73.789040
-75.187775,-74.924217,-74.667534,-74.426689,-74.187012,-73.947639
-75.353119,-75.088837,-74.831688,-74.588615,-74.345856,-74.106209
-75.517906,-75.253700,-74.995834,-74.752335,-74.506142,-74.264832
-75.682785,-75.418770,-75.160202,-74.916206,-74.666634,-74.424118
-75.849464,-75.584068,-75.325073,-75.080185,-74.827682,-74.584572
