-0.366224,-4.525554
-0.309628,-2.897084
1.018329,0.022820
0.892852,-0.050485
1.204418,0.792802
1.022078,0.667516
1.522408,0.331433
1.933600,0.243697
2.832638,0.868560
1.884159,0.951778
0.177924,1.674334
0.333976,1.734472
0.361035,2.249258
0.571694,3.008901
0.607618,3.950182
0.658693,4.725971
0.695013,6.082808
0.775973,5.468873
0.849468,5.231370
0.907898,4.567267
0.778979,1.198858
0.323674,0.982420
0.220357,0.873921
0.265280,0.108109
0.127915,-1.047755
0.073581,-0.944658
-0.113091,-2.499855
0.048483,-1.502247
0.106831,-0.761537
0.019642,-0.394105
-0.213915,0.126676
-0.135395,-0.159733
0.824434,0.870446
1.672567,0.727440
1.870466,0.291535
1.749746,0.466667
-0.472059,1.504937
-0.495973,1.735467
0.419585,2.539289
0.015089,2.602898
-0.370998,3.166728
-0.123798,3.633702
-0.009391,0.115960
-0.172118,-0.481016
