49.261300,-0.234521,-60.000000
49.261300,-0.234521,-60.000000
49.006600,0.619587,-60.000000
43.215000,1.012270,-73.000000
40.568600,1.100090,-73.000000
48.218900,1.147620,-79.000000
46.971200,1.717470,-79.000000
44.803200,1.791350,-81.000000
42.468500,1.766370,-81.000000
40.285800,1.836960,-81.000000
39.784700,1.990320,-81.000000
48.035000,3.125250,-80.000000
46.573300,3.059820,-77.000000
44.336700,3.156590,-83.000000
42.158900,3.188970,-87.000000
40.129900,3.209660,-87.000000
39.849400,3.229670,-87.000000
39.820900,3.244270,-87.000000
48.210800,2.103370,-81.000000
48.828900,1.187490,-77.000000
49.145200,-0.151941,-66.000000
49.142400,-0.238730,-66.000000
49.356000,-0.231668,-67.000000
49.973700,-0.299136,-68.000000
50.062700,-0.257900,-68.000000
50.023000,1.533190,-68.000000
49.939200,3.772430,-68.000000
49.952900,6.042430,-68.000000
49.986700,8.303360,-68.000000
50.005200,13.004200,-65.000000
49.996800,15.620400,-65.000000
49.988200,18.395200,-61.000000
50.005400,20.922300,-61.000000
49.977800,23.460600,-64.000000
49.996400,26.139600,-64.000000
49.998600,28.733000,-63.000000
50.000000,31.462200,-63.000000
49.985000,34.086100,-63.000000
49.999300,39.344400,-62.000000
49.971300,41.892100,-62.000000
49.967100,44.510500,-57.000000
49.997400,47.124200,-57.000000
49.962200,55.021600,-61.000000
49.958100,60.264800,-52.000000
49.997900,62.909100,-52.000000
49.961300,64.934400,-36.000000
50.026100,67.505800,-36.000000
50.147400,70.221300,-36.000000
49.438200,52.640300,-49.000000
49.396200,49.973800,-49.000000
49.359200,47.370000,-49.000000
49.362400,42.439000,-57.000000
49.363800,37.676000,-57.000000
49.362000,32.435100,-57.000000
49.348500,29.810000,-57.000000
49.355500,27.415500,-68.000000
49.363800,22.790600,-78.000000
49.349000,20.130300,-67.000000
49.349000,17.420000,-67.000000
49.360100,14.755900,-67.000000
49.348400,12.216800,-65.000000
49.360300,10.023500,-71.000000
49.346400,7.770220,-67.000000
49.363000,5.601270,-71.000000
49.352700,3.369510,-70.000000
49.307500,1.029920,-70.000000
49.253000,-0.157035,-74.000000
49.247800,-0.230832,-74.000000
49.255600,-0.234623,-70.000000
49.255600,-0.234623,-70.000000
