1.53E+18,-60,-23,-42,-52,-60,-100,-100,-100,-100,-100,-58,-46,-44,-53,-74,-100,-100,-100,-100,-100
1.53E+18,-61,-28,-42,-52,-60,-100,-100,-100,-100,-100,-61,-46,-44,-53,-75,-100,-100,-100,-100,-100
1.53E+18,-61,-28,-40,-52,-60,-100,-100,-100,-100,-100,-61,-46,-44,-53,-75,-100,-100,-100,-100,-100
1.53E+18,-62,-26,-44,-57,-61,-100,-100,-100,-100,-100,-59,-46,-43,-52,-76,-100,-100,-100,-100,-100
1.53E+18,-62,-26,-40,-55,-61,-100,-100,-100,-100,-100,-58,-45,-43,-52,-75,-88,-100,-100,-100,-100
1.53E+18,-63,-26,-40,-55,-61,-100,-100,-100,-100,-100,-60,-45,-44,-53,-73,-88,-100,-100,-100,-100
1.53E+18,0.001152,0,0.001049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.003251,0,-0.001397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.007756,0,0.000349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.010809,0,0.000349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.012991,0,-0.000349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.016564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.019552,0,0.000349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.019764,0,0.000349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.019713,0,-0.000699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.020051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.020057,0,0.000349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+18,0.019834,0,-0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
