22.534229,73.640201,5.266540,5.646254,5.051925,6.745487,4.408220,4.550379,3.944506,4.276569,2.749334,3.249548,2.578170,2.771813,1.911077,1.470438,1.378147,0.001170,2.403862,3.157121,7.363219,2.263068,2.463631,2.572292,2.599485,3.007825,2.322408,2.459926,2.108249,1.966862,1.731797,1.415110,1.210390,0.730078,0.375126,1.103442,0.826359,1.521535,1.737156,2.759041
28.933123,73.521179,5.379461,5.666420,5.059646,6.777408,4.416760,4.581868,3.951883,4.220073,2.729511,3.245323,2.557771,2.674366,1.906713,1.466319,1.373087,0.001170,2.379248,3.126407,7.426414,2.268677,2.468996,2.576185,2.608123,3.005598,2.310397,2.468144,2.106815,1.971134,1.718064,1.421935,1.182258,0.700150,0.374530,1.073738,0.828230,1.522743,1.737614,2.774403
29.732984,73.506301,5.119586,5.579376,5.006403,6.642832,4.374379,4.515604,3.905964,4.147786,2.689238,3.176911,2.533753,2.642952,1.882951,1.446475,1.348494,0.001170,2.357285,3.116371,7.287685,2.213102,2.420356,2.531071,2.563919,2.937466,2.275259,2.425956,2.075362,1.940583,1.697984,1.361050,1.166989,0.689017,0.367324,1.058246,0.819525,1.507605,1.713651,2.721258
30.532846,73.491424,5.099190,5.613767,5.038357,6.678716,4.403444,4.542607,3.937881,4.163673,2.702403,3.182688,2.580861,2.646173,1.890248,1.452330,1.394630,0.001170,2.419764,3.117164,7.327857,2.227111,2.437450,2.548349,2.579281,2.951817,2.275199,2.435879,2.088714,1.955200,1.706396,1.369273,1.197385,0.711595,0.377739,1.072691,0.823474,1.519541,1.738784,2.738326
31.332707,73.476546,5.653522,5.778368,5.159581,7.115722,4.483656,4.674351,4.047552,4.703565,2.767847,3.495597,2.693933,2.768671,1.909266,1.468815,1.485426,0.001170,2.548205,3.133353,7.650302,2.346858,2.541232,2.633414,2.660359,3.090196,2.316153,2.497972,2.143351,2.035043,1.750956,1.468148,1.350949,0.891312,0.397071,1.261441,0.837509,1.550941,1.773534,2.891119
32.147447,74.261530,5.722046,5.716993,5.126666,7.070861,4.456396,4.644054,4.022086,4.687731,2.719013,3.476636,2.676854,2.709902,1.893489,1.455423,1.459698,0.001170,2.530913,3.101496,7.594000,2.312563,2.508030,2.600415,2.629558,3.039581,2.281204,2.466065,2.116548,2.017807,1.723215,1.442855,1.341080,0.881703,0.392217,1.257440,0.830652,1.540687,1.748279,2.870665
31.347585,74.276408,5.121749,5.586885,5.030032,6.757980,4.385550,4.539609,3.931614,4.327568,2.671476,3.264276,2.580503,2.641826,1.859228,1.426868,1.378320,0.001170,2.421400,3.088300,7.354410,2.220955,2.428118,2.531787,2.564870,2.937719,2.246562,2.415438,2.071116,1.956997,1.693336,1.354354,1.232250,0.766874,0.371405,1.134806,0.818779,1.512971,1.708748,2.758582
30.547724,74.291285,4.844061,5.462706,4.925739,6.442916,4.313465,4.427284,3.839308,3.949578,2.636760,3.048602,2.482888,2.548321,1.854385,1.423117,1.334469,0.001170,2.311848,3.081861,7.105713,2.149165,2.360180,2.475525,2.507842,2.858156,2.230567,2.373852,2.035760,1.896552,1.665202,1.310764,1.123866,0.671519,0.362580,1.004822,0.806619,1.485818,1.691196,2.646756
29.747862,74.306163,5.559027,5.708177,5.125690,7.097282,4.453186,4.653228,4.022155,4.682869,2.700484,3.486338,2.671736,2.640773,1.861750,1.428896,1.467138,0.001170,2.529402,3.082282,7.620368,2.297817,2.498299,2.587137,2.620146,3.015678,2.252732,2.452482,2.103735,2.018400,1.714243,1.406156,1.335447,0.898082,0.390503,1.252993,0.829591,1.539154,1.745678,2.879322
28.948000,74.321041,5.559250,5.714905,5.135942,7.120598,4.458791,4.656465,4.030784,4.697708,2.704774,3.499850,2.677003,2.648564,1.866467,1.432516,1.467003,0.001170,2.532760,3.086667,7.630185,2.304579,2.504447,2.592729,2.624575,3.026189,2.259714,2.455277,2.108076,2.023834,1.718691,1.409302,1.337298,0.891338,0.390306,1.255141,0.830056,1.541732,1.748186,2.887580
28.148139,74.335919,5.720940,5.757014,5.154673,7.156865,4.478583,4.686206,4.047574,4.719332,2.722452,3.516738,2.687717,2.669072,1.890436,1.452289,1.470183,0.001170,2.542149,3.092552,7.683923,2.327644,2.525051,2.613659,2.645831,3.051707,2.275561,2.477980,2.123225,2.034202,1.725700,1.436927,1.343826,0.895721,0.389686,1.260715,0.834790,1.548342,1.758468,2.903847
27.348277,74.350796,5.649942,5.757343,5.152037,7.135341,4.477210,4.681774,4.043959,4.690478,2.727562,3.500952,2.681383,2.689723,1.893971,1.455445,1.458102,0.001170,2.532776,3.097800,7.670848,2.329905,2.525793,2.616113,2.647569,3.057752,2.285336,2.482174,2.126172,2.031673,1.727684,1.446593,1.334351,0.881219,0.386333,1.249533,0.834908,1.547643,1.754485,2.896920
26.548415,74.365674,5.567585,5.739675,5.141817,7.106031,4.469868,4.664324,4.036119,4.698493,2.725621,3.491070,2.687432,2.698547,1.899091,1.459721,1.482881,0.001170,2.545918,3.101189,7.633296,2.321946,2.518409,2.610287,2.639981,3.050176,2.286004,2.475444,2.123533,2.025733,1.726335,1.438080,1.346248,0.889952,0.394739,1.260415,0.833041,1.545551,1.766688,2.884905
25.748554,74.380552,4.616069,5.381660,4.758058,5.745053,4.283277,4.322490,3.731495,3.287051,2.645062,2.476967,2.466457,2.340035,1.895342,1.456599,1.413237,0.001170,2.362791,2.809182,6.730614,2.056784,2.289214,2.442096,2.470243,2.714295,2.247220,2.375265,2.030222,1.796443,1.596097,1.276672,1.116017,0.718365,0.384908,0.929961,0.805469,1.472608,1.755394,2.432954
