-0.884627,1.199792
-1.006664,1.248928
-1.007070,1.381513
-0.897501,1.450133
-1.014415,1.310604
-1.338229,1.164420
-1.574798,0.846010
-1.185622,0.769078
-0.784087,1.037005
-0.480200,1.241036
-0.119412,1.271528
0.331392,1.196204
0.146539,1.342066
0.000128,1.679783
-0.025114,2.148756
0.264183,2.404419
0.978723,2.378329
0.612479,2.397422
0.273298,2.555865
-1.489646,2.575042
-1.488131,2.778255
-1.710054,2.725220
-1.995613,2.284738
-2.218174,2.402852
-2.530267,2.361581
-2.212136,2.214944
-2.130234,1.942095
-1.712176,1.830448
-1.722709,1.827558
-1.802885,1.890777
-1.590387,2.055410
-1.446997,2.007419
-0.566931,1.489972
0.004495,1.407122
0.259052,1.575878
0.958684,1.291528
0.740500,0.888824
0.562508,0.652582
0.552494,0.416032
0.750524,0.332367
0.992316,1.002959
0.995030,0.878091
1.081231,0.837341
0.894714,0.990129
0.805661,1.215403
0.751611,1.277524
0.787666,0.957255
0.810854,1.105936
0.670056,0.678541
0.757394,0.566948
0.782149,0.288532
0.734979,0.366615
0.774162,0.421057
0.788138,0.747827
0.551063,0.977148
0.773949,1.253191
0.547456,1.113701
0.421872,1.400361
0.260886,1.239540
0.454865,1.217121
0.602989,1.330070
1.074920,1.162889
0.991082,0.762601
0.980723,0.662775
0.897505,0.542922
0.800754,0.440105
1.275419,0.435690
1.225405,1.039060
1.230828,0.863039
0.986429,1.022941
0.575418,1.098730
0.607677,1.172220
0.686522,1.303428
1.245986,1.145107
1.217035,0.967379
0.987698,0.606912
0.820471,0.521795
0.881582,0.490872
0.901928,0.426169
1.009943,0.576571
1.100205,0.690614
0.934135,0.639498
0.759754,0.787812
0.803561,0.587286
0.915146,0.867810
1.227134,0.863276
1.713377,0.578472
1.591885,0.631194
1.281270,0.476812
0.912583,0.618270
1.022004,0.920401
0.905348,1.003092
1.112224,1.080743
0.954150,1.088733
0.987527,0.915287
0.487663,0.852875
0.647151,0.876644
0.294059,1.139056
0.318555,1.214884
-0.221126,1.491692
-0.310450,1.393208
-0.288538,1.413798
-0.587882,1.046723
-0.531499,0.703263
-0.942543,0.572525
-1.127041,0.473720
-1.120602,0.590832
-0.769746,0.589324
-0.565230,0.733185
-0.233403,0.624364
0.410597,0.472582
0.694278,0.510818
0.963449,0.645864
1.154234,0.831662
1.684188,0.622795
1.809220,0.436292
1.860399,0.362874
2.003142,0.097231
1.725748,0.228168
1.286429,0.376736
1.044255,0.337231
1.561950,0.316841
1.621146,-0.232263
1.399349,-0.460889
1.600474,-0.250814
1.858551,-0.239865
2.123563,-0.299751
2.452944,-0.485619
2.600091,-0.493573
2.710205,-0.585985
2.797695,-0.487091
2.515407,-0.563929
2.539066,-0.430523
2.100756,-0.424543
1.305513,-0.421861
