0.594775,1.425038
0.799874,1.409990
1.002778,1.260714
1.417509,1.371192
1.748067,1.229180
1.860436,1.352874
1.809122,1.460694
1.674572,1.328455
1.324925,1.349079
1.258127,1.099098
2.274814,1.097930
2.593077,0.929486
2.541374,1.413637
2.584582,1.739910
3.129282,2.037198
3.743497,2.333460
3.474562,2.327920
3.995039,2.389097
4.343201,2.471775
4.587551,2.637137
5.049211,2.770753
5.168698,2.533622
5.148712,2.271022
5.019057,2.190940
4.834457,2.079416
4.222863,2.179731
3.796954,2.164388
3.507510,1.780829
3.611634,1.775543
4.329938,2.024035
4.257034,2.189509
4.549223,2.182473
4.266279,1.969898
2.853838,1.395901
1.690420,1.121500
0.960909,0.570429
0.891017,0.445223
0.653425,0.426727
0.717013,0.551069
0.797348,0.644560
0.924825,0.921323
1.017371,0.840532
0.862925,1.021250
0.426923,0.844857
0.491947,1.285720
0.686286,1.279267
0.506907,1.075052
0.628879,0.753973
0.733949,0.698929
1.603572,0.944277
1.750548,0.959572
1.322871,1.339667
1.555653,1.029804
2.316640,0.856761
2.963516,0.770754
3.298054,0.792103
2.488406,1.003765
1.507164,1.122299
1.915988,0.985816
2.667657,0.955609
3.049327,0.859867
3.230865,1.052431
2.972958,0.995066
2.667342,0.790591
1.668201,0.587125
1.328305,0.317684
1.863389,0.380592
1.904617,0.835880
2.113588,1.315325
1.739087,1.424229
2.020391,1.198779
2.289754,1.296375
2.367220,1.210646
3.100175,1.206293
3.076250,1.040396
2.602724,1.196103
2.585188,1.166453
2.526885,0.873633
2.216966,0.735368
2.239254,0.880946
1.812074,0.954677
0.954490,0.632239
1.076524,0.993597
0.669743,1.101954
1.108586,1.007151
1.542514,0.942274
1.360699,0.628718
1.501222,0.679860
1.175361,0.716995
1.036735,0.835705
1.365392,0.932504
1.769171,1.069906
2.391221,1.126771
2.878748,0.942957
3.276362,0.973974
3.483367,0.938915
4.025826,1.044913
4.492986,1.105793
4.842978,1.071590
4.751927,1.228178
4.682348,1.479985
4.478669,1.546934
4.463651,1.289754
4.358867,1.070502
3.942325,0.825065
3.773929,0.882849
3.553143,0.852105
3.092674,0.857235
3.289923,0.623821
3.205601,0.793046
3.129824,0.682820
3.220519,0.415521
3.474762,0.529295
3.874279,0.594687
3.631308,0.876173
3.393183,0.632808
4.103992,0.647355
4.082321,0.330141
3.815303,0.276377
3.655305,0.352032
3.202697,0.118400
2.807754,0.062396
2.802809,-0.138979
2.713101,-0.365550
2.855405,-0.465268
3.017672,-0.540798
3.297600,-0.420082
3.473679,-0.506217
3.890365,-0.619169
4.327051,-0.498644
4.728112,-0.385763
4.991699,-0.365835
5.059728,-0.421333
5.050457,-0.398372
4.775690,-0.223856
