9.471440,-0.170358
9.254898,0.118779
8.733970,0.966201
8.949260,1.462782
8.694212,1.553690
7.886936,1.488847
7.599435,1.432500
7.170858,1.408195
7.039367,1.695719
6.054424,1.623313
5.319119,1.483346
4.896870,1.501541
4.385863,1.693007
3.202761,1.857163
4.065703,2.262684
4.421192,2.467746
5.224489,2.405999
5.066068,2.418369
4.659999,2.564910
4.202377,2.740289
4.005346,2.916426
4.064275,2.755813
5.054549,2.618994
4.751226,2.400140
3.818872,2.233915
4.493509,2.368281
4.265782,2.284514
5.190914,2.170317
4.410667,2.138704
3.638721,2.237275
2.138567,2.039073
1.663463,1.910655
3.013179,1.847507
2.670311,1.667071
1.691607,1.303834
1.187901,0.829939
1.556410,0.746044
1.964017,0.855543
2.223496,0.849647
2.282101,0.853972
2.013602,0.950179
2.212854,1.223452
2.150567,1.139672
2.174945,1.160610
2.549814,1.223843
2.825577,1.328356
1.853600,1.404615
2.312841,1.425914
3.166439,1.273913
3.673207,1.177410
4.554699,1.012839
5.199841,1.026056
4.272279,0.891931
5.255756,1.111620
6.299644,0.905204
7.553633,1.070962
7.694528,1.064494
7.382611,1.228383
7.820403,1.230687
8.315648,1.197972
7.882904,1.243975
7.739072,1.150118
7.265721,1.154506
7.559261,0.997716
7.912541,0.981814
8.909785,0.938723
9.278787,1.074205
9.043051,1.190303
9.041015,1.175514
8.409716,1.269406
7.675245,1.176350
7.494469,1.276913
7.823059,1.194813
7.788585,1.240868
8.571555,1.178579
8.432244,1.209385
8.560924,1.133565
8.143135,1.207550
7.764903,1.099972
8.148502,1.052038
8.457475,1.137497
8.023872,1.087963
7.194051,1.111353
5.802032,1.179440
6.314883,1.163343
7.355775,0.943039
8.120995,0.913323
8.631397,0.987790
8.746460,0.966566
8.514278,0.879991
8.392590,0.747525
8.525901,0.765381
8.534345,0.779214
8.459110,1.036046
8.340749,1.167870
8.301875,1.120964
8.407841,1.212808
8.215984,1.274256
8.148427,1.175869
8.323164,1.256204
8.485907,1.533585
8.014228,1.538208
7.529330,1.240945
7.340992,1.091280
6.895162,1.109148
6.287269,1.250686
5.501918,1.168888
4.342122,1.104699
3.487976,0.864240
2.992623,0.868186
2.160856,0.626316
2.296296,0.597510
1.604639,0.679500
1.051876,0.901538
-0.046760,0.719769
-0.182039,0.546152
-0.102403,0.465822
0.031311,0.332854
0.552329,0.367959
0.601040,0.485750
0.577391,0.422576
0.957976,0.229213
1.601163,-0.190394
1.654960,-0.245083
1.368874,-0.320570
1.299742,-0.294048
1.462968,-0.527085
1.629192,-0.490258
1.368989,-0.498485
1.334125,-0.421594
1.151698,-0.410860
1.046275,-0.384427
2.215331,-0.168544
2.061034,-0.267724
1.720380,-0.271649
