1563261316.000000,4.568025,76.718698,-46.000000,-40.000000,-67.000000,-55.000000,-91.884413,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-80.000000,-66.000000,-60.000000,-60.000000,-39.000000,-73.000000,-67.000000,-89.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-91.000000,-90.000000,-66.000000
1563261322.000000,1.945507,77.328218,-51.000000,-42.000000,-64.000000,-53.000000,-75.966140,-90.542661,-66.194806,-89.542496,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-66.000000,-54.000000,-66.000000,-41.000000,-64.000000,-63.000000,-72.000000,-90.000000,-70.000000,-89.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-90.000000,-67.000000
1563261327.000000,0.993703,77.536281,-51.000000,-44.000000,-47.000000,-38.000000,-58.000000,-93.555600,-60.978943,-75.799536,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-53.000000,-63.000000,-46.000000,-44.000000,-54.000000,-61.000000,-90.000000,-62.000000,-76.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-67.000000
1563261333.000000,1.026399,77.555909,-51.000000,-48.000000,-47.000000,-33.000000,-54.000000,-63.000000,-60.892114,-63.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-53.000000,-71.000000,-53.000000,-44.000000,-46.000000,-58.000000,-68.000000,-62.000000,-68.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-70.000000
1563261338.000000,1.026399,77.555909,-48.000000,-51.000000,-47.000000,-30.000000,-54.000000,-60.000000,-60.892114,-63.000000,-75.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-61.000000,-72.000000,-56.000000,-42.000000,-52.000000,-53.000000,-62.000000,-62.000000,-68.000000,-96.503411,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-69.000000
1563261344.000000,1.086572,77.480936,-48.000000,-50.000000,-45.000000,-31.000000,-58.000000,-60.000000,-57.644124,-63.000000,-75.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-61.000000,-72.000000,-57.000000,-44.000000,-49.000000,-55.000000,-62.000000,-59.000000,-65.000000,-96.492567,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-73.000000
1563261350.000000,1.081456,76.550296,-48.000000,-50.000000,-42.000000,-33.000000,-58.000000,-60.000000,-65.664655,-70.441106,-75.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-61.000000,-68.000000,-50.000000,-39.000000,-53.000000,-59.000000,-66.000000,-67.000000,-71.000000,-96.490129,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-70.000000
1563261355.000000,0.974747,76.512157,-51.000000,-49.000000,-42.000000,-35.000000,-62.000000,-66.109573,-57.997048,-64.800253,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-67.000000,-67.000000,-51.000000,-43.000000,-50.000000,-55.000000,-63.000000,-59.000000,-65.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-68.000000
1563261361.000000,0.974747,76.512157,-56.000000,-49.000000,-42.000000,-53.000000,-55.000000,-67.109573,-66.000000,-61.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-67.000000,-71.000000,-51.000000,-44.000000,-47.000000,-55.000000,-64.000000,-57.000000,-64.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-67.000000
1563261366.000000,1.003070,75.985460,-54.000000,-58.000000,-55.000000,-41.000000,-54.000000,-62.000000,-66.000000,-61.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-67.000000,-72.000000,-57.000000,-43.000000,-47.000000,-57.000000,-63.000000,-62.000000,-64.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-73.000000
