1527322858831230976.000000,0.000000,0.000000,0.000000
1527322858931326976.000000,0.000000,0.000000,0.000000
1527322859031365888.000000,0.000000,0.000000,0.000000
1527322859131450112.000000,0.000000,0.000000,0.000000
1527322859231287296.000000,0.000000,0.000000,0.000000
1527322859331393792.000000,0.000000,0.000000,0.000000
1527322859431475968.000000,0.000000,0.000000,0.000000
1527322859531509760.000000,0.000000,0.000000,0.000000
1527322859631527936.000000,0.000000,0.000000,0.000000
1527322859731655168.000000,0.000000,0.000000,0.000000
1527322859831572224.000000,0.000000,0.000000,0.000000
1527322859931813376.000000,0.000000,0.000000,0.000000
1527322860031702528.000000,0.000000,0.000000,0.000000
1527322860131638528.000000,0.000000,0.000000,0.000000
1527322860231698176.000000,0.000000,0.000000,0.000000
1527322860331722496.000000,0.000000,0.000000,0.000000
1527322860431728640.000000,0.000050,0.000000,0.000349
1527322860531868416.000000,-0.000050,0.000000,0.000000
1527322860631896320.000000,0.000000,0.000000,0.000000
1527322860731880704.000000,0.000000,0.000000,0.000000
1527322860832056320.000000,0.000000,0.000000,0.000000
1527322860932160000.000000,0.000000,0.000000,0.000000
1527322861031964928.000000,0.000000,0.000000,0.000000
1527322861132049408.000000,0.000000,0.000000,0.000000
1527322861232223744.000000,0.000000,0.000000,0.000000
1527322861332171264.000000,0.000000,0.000000,0.000000
1527322861432056832.000000,0.000000,0.000000,0.000000
1527322861532290560.000000,0.000000,0.000000,0.000000
1527322861632302848.000000,0.000000,0.000000,0.000000
1527322861732250624.000000,0.000000,0.000000,0.000000
1527322861832232704.000000,0.000000,0.000000,0.000000
1527322861932416512.000000,0.000000,0.000000,0.000000
1527322862032491776.000000,0.000000,0.000000,0.000000
1527322862132557312.000000,0.000000,0.000000,0.000000
1527322862232513280.000000,0.000000,0.000000,0.000000
1527322862332434432.000000,0.000000,0.000000,0.000000
1527322862432500224.000000,0.000000,0.000000,0.000000
1527322862532507136.000000,0.000000,0.000000,0.000000
1527322862632483328.000000,0.000000,0.000000,0.000000
1527322862732562432.000000,0.000000,0.000000,0.000000
1527322862832496896.000000,0.000000,0.000000,0.000000
1527322862932651520.000000,0.000000,0.000000,0.000000
1527322863032647936.000000,0.000000,0.000000,0.000000
1527322863132769536.000000,0.000000,0.000000,0.000000
1527322863232772864.000000,0.000000,0.000000,0.000000
1527322863332980736.000000,0.000000,0.000000,0.000000
1527322863432800000.000000,0.000000,0.000000,0.000000
1527322863532786432.000000,0.000000,0.000000,0.000000
1527322863632994560.000000,0.000000,0.000000,0.000000
1527322863733009920.000000,0.000000,0.000000,0.000000
1527322863833035520.000000,0.000000,0.000000,0.000000
1527322863933019392.000000,0.000000,0.000000,0.000000
1527322864032944128.000000,0.000000,0.000000,0.000000
1527322864133138176.000000,0.000000,0.000000,0.000000
1527322864233164288.000000,0.000000,0.000000,0.000000
1527322864333133568.000000,0.000000,0.000000,0.000000
1527322864433208832.000000,-0.000050,0.000000,0.000000
