1527322859266349056.000000,-59.000000,-34.000000,-38.000000,-50.000000,-65.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-57.000000,-45.000000,-45.000000,-55.000000,-72.000000,-88.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322861641593088.000000,-59.000000,-34.000000,-84.000000,-53.000000,-65.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-57.000000,-45.000000,-45.000000,-57.000000,-71.000000,-88.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322863996052992.000000,-59.000000,-34.000000,-37.000000,-55.000000,-65.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-57.000000,-44.000000,-45.000000,-54.000000,-73.000000,-88.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322866351589888.000000,-59.000000,-34.000000,-37.000000,-51.000000,-66.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-59.000000,-44.000000,-45.000000,-54.000000,-71.000000,-88.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322868706473216.000000,-59.000000,-34.000000,-37.000000,-50.000000,-66.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-58.000000,-45.000000,-45.000000,-56.000000,-72.000000,-90.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322871062163968.000000,-57.000000,-33.000000,-40.000000,-49.000000,-67.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-55.000000,-47.000000,-42.000000,-53.000000,-72.000000,-91.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322873417444864.000000,-57.000000,-36.000000,-36.000000,-48.000000,-67.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-57.000000,-48.000000,-40.000000,-52.000000,-73.000000,-85.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322875772573952.000000,-57.000000,-28.000000,-39.000000,-48.000000,-71.000000,-85.000000,-100.000000,-100.000000,-100.000000,-100.000000,-55.000000,-43.000000,-40.000000,-55.000000,-79.000000,-85.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322878127579904.000000,-57.000000,-34.000000,-39.000000,-75.000000,-71.000000,-85.000000,-100.000000,-100.000000,-100.000000,-100.000000,-58.000000,-47.000000,-46.000000,-55.000000,-73.000000,-85.000000,-100.000000,-100.000000,-100.000000,-100.000000
1527322880482209792.000000,-53.000000,-33.000000,-39.000000,-47.000000,-68.000000,-85.000000,-100.000000,-100.000000,-100.000000,-100.000000,-55.000000,-46.000000,-42.000000,-52.000000,-71.000000,-89.000000,-100.000000,-100.000000,-100.000000,-100.000000
