49.026400,-0.299136,-91.735454,-66.559988,-61.794282,-47.045967,-45.309050,-55.032799,-70.795562,-70.438880,-71.805958,-76.485942,-97.065500,-71.383108,-71.407796,-50.565827,-38.842404,-61.375894,-59.532200,-65.132811,-66.679948,-71.062528
50.026400,-0.299136,-89.912499,-69.655315,-64.106536,-50.563671,-43.125050,-51.705132,-69.321035,-65.540830,-67.968433,-72.902194,-97.681945,-76.892930,-75.315209,-54.653688,-35.531404,-57.056169,-54.756463,-58.068306,-60.750633,-60.125862
20.026400,0.700864,-69.078471,-54.476276,-38.112207,-52.022542,-76.431020,-82.274278,-99.046653,-100.049293,-99.968167,-99.789856,-76.155590,-47.992858,-48.215710,-50.982716,-74.104935,-87.574260,-98.724375,-99.861612,-99.883406,-99.655510
22.026400,0.700864,-70.170082,-57.730457,-36.744458,-50.722601,-75.951397,-81.600282,-98.420842,-100.162811,-99.870467,-99.649586,-77.092668,-52.261370,-45.327085,-50.524920,-73.563840,-86.680506,-98.096966,-99.852314,-99.885007,-99.471726
25.026400,0.700864,-73.624587,-61.493794,-36.406263,-48.669303,-71.069187,-80.537441,-96.734316,-99.837829,-99.575294,-99.540866,-78.782281,-57.510882,-44.548615,-50.095203,-73.462285,-85.871832,-96.091128,-99.660547,-99.890895,-99.695374
27.026400,0.700864,-75.538642,-62.543197,-37.430043,-46.957687,-69.306059,-79.393658,-95.510169,-99.510603,-99.489702,-99.637286,-80.080004,-57.283637,-46.095473,-49.432383,-73.205292,-85.512090,-94.273566,-99.643998,-99.914962,-99.922937
30.026400,0.700864,-76.124519,-62.478441,-40.773469,-43.582772,-71.990869,-76.578182,-93.962771,-99.326203,-99.738559,-100.052604,-82.242659,-55.834728,-49.580269,-47.017868,-72.700413,-84.479896,-91.520726,-99.917841,-99.783248,-99.190793
33.026400,0.700864,-75.832932,-62.249197,-45.531340,-39.402449,-68.334452,-73.338272,-92.611463,-99.812799,-100.266728,-100.524499,-84.604080,-58.405558,-53.180631,-42.640464,-68.592819,-82.926735,-89.576306,-100.032571,-99.323034,-99.568823
35.026400,0.700864,-77.466357,-62.513689,-48.684424,-36.580109,-65.352728,-71.929321,-91.455811,-100.334881,-100.410004,-100.570491,-86.250618,-58.956277,-55.785744,-39.087620,-65.296623,-82.368461,-88.896225,-99.701633,-98.922016,-101.127705
38.026400,0.700864,-84.282258,-62.701429,-52.102184,-33.335541,-67.042678,-71.619363,-88.764940,-100.438108,-99.421232,-99.611585,-88.766531,-59.185509,-59.555603,-34.393926,-63.712848,-83.076020,-88.148528,-99.027444,-98.165840,-99.942819
40.026400,0.700864,-90.324846,-61.994262,-53.244209,-32.512503,-66.423886,-71.902736,-86.198675,-99.215658,-97.404204,-97.906963,-90.437022,-62.008629,-60.961386,-32.816105,-63.015126,-83.830445,-86.970007,-98.726064,-97.079979,-95.965579
41.026400,0.700864,-93.084524,-61.392405,-53.577029,-32.656960,-65.222497,-71.803477,-84.703100,-97.997340,-95.873733,-96.651490,-91.260609,-63.408718,-61.172190,-32.751430,-62.330207,-83.816093,-85.904223,-98.404947,-96.107545,-94.304854
43.026400,0.700864,-96.952297,-60.200199,-54.200589,-34.224637,-63.344325,-70.399182,-81.386775,-94.076470,-91.678829,-93.245407,-92.868875,-63.562779,-61.029179,-34.340389,-60.351209,-82.061484,-82.411100,-96.342200,-92.744201,-93.657020
48.026400,0.700864,-94.548702,-64.486523,-59.912936,-45.559778,-50.906306,-57.342832,-72.395460,-75.538515,-75.412014,-79.570111,-96.528277,-64.234548,-67.114444,-48.006332,-45.158998,-64.762583,-64.531580,-73.450690,-72.813760,-81.420422
49.026400,0.700864,-92.814140,-67.228473,-62.129884,-48.827171,-47.226604,-53.686090,-70.689381,-70.766199,-71.570707,-76.114874,-97.177617,-68.890996,-70.512911,-51.908884,-40.995188,-60.057395,-59.742039,-66.233127,-67.072509,-71.788580
18.026400,1.700864,-69.757572,-52.382751,-39.945278,-52.145552,-75.896389,-83.006223,-99.288479,-99.686999,-99.900354,-99.961992,-75.459213,-46.396693,-52.583631,-50.767419,-74.635738,-88.670431,-99.050391,-99.759700,-99.869642,-99.657216
19.026400,1.700864,-69.223084,-53.429756,-38.788102,-51.368963,-76.519630,-82.666371,-99.415547,-99.964109,-100.014304,-99.938829,-75.827982,-47.122316,-50.447486,-50.253759,-74.009941,-88.275932,-99.152347,-99.957349,-99.962517,-99.942650
21.026400,1.700864,-69.477271,-56.156147,-37.002563,-50.003608,-76.675962,-81.966408,-99.163001,-100.260694,-100.036844,-99.823386,-76.688024,-49.958297,-46.857067,-49.627369,-73.040614,-87.407772,-98.942187,-100.073113,-99.997733,-99.889282
22.026400,1.700864,-70.225330,-57.603814,-36.405680,-49.385003,-76.079093,-81.653299,-98.822266,-100.283133,-99.973823,-99.755344,-77.177726,-51.957697,-45.645368,-49.476833,-72.910343,-87.041247,-98.623835,-100.038778,-99.984503,-99.776976
23.026400,1.700864,-71.281129,-58.955711,-36.021365,-48.781754,-74.843477,-81.364852,-98.378124,-100.232170,-99.884420,-99.696424,-77.705801,-54.042649,-44.928525,-49.391339,-72.899170,-86.764226,-98.168214,-99.973446,-99.974090,-99.740180
24.026400,1.700864,-72.514203,-60.118708,-35.858299,-48.169963,-73.021993,-81.077807,-97.866550,-100.122306,-99.787597,-99.657430,-78.270912,-55.830291,-44.723873,-49.327240,-72.849959,-86.581273,-97.587190,-99.898598,-99.976220,-99.818704
26.026400,1.700864,-74.897531,-61.657183,-36.221913,-46.824475,-69.597226,-80.358240,-96.785324,-99.806735,-99.644571,-99.672359,-79.505838,-57.239451,-45.656469,-49.064166,-72.463094,-86.400124,-96.131424,-99.799035,-100.020450,-100.153243
27.026400,1.700864,-75.763493,-62.011304,-36.755057,-46.048357,-69.221352,-79.849564,-96.276402,-99.649063,-99.628767,-99.735619,-80.171938,-56.807852,-46.597577,-48.764663,-72.280687,-86.313826,-95.313927,-99.805311,-100.048007,-100.217952
29.026400,1.700864,-76.454131,-62.081627,-38.501530,-44.221030,-71.058498,-78.440834,-95.405209,-99.455916,-99.750331,-99.968735,-81.590678,-55.520298,-48.859251,-47.619244,-72.089141,-85.922635,-93.674731,-99.949626,-100.054367,-99.820595
30.026400,1.700864,-76.323597,-61.939434,-39.680316,-43.164626,-71.809856,-77.570748,-95.040424,-99.459358,-99.884980,-100.123299,-82.338493,-55.565181,-50.012332,-46.722602,-71.774492,-85.572637,-92.925131,-100.060130,-100.012483,-99.474704
31.026400,1.700864,-76.025918,-61.780990,-41.020748,-42.024710,-71.542857,-76.650798,-94.700720,-99.543502,-100.053937,-100.285056,-83.108457,-56.269315,-51.134766,-45.602759,-71.043560,-85.134364,-92.263590,-100.158620,-99.934627,-99.250438
32.026400,1.700864,-75.743873,-61.668386,-42.476064,-40.822192,-70.184621,-75.749038,-94.356632,-99.706043,-100.235461,-100.434479,-83.897784,-57.358493,-52.240623,-44.277557,-69.851903,-84.654312,-91.710496,-100.210862,-99.823913,-99.329836
34.026400,1.700864,-76.041837,-61.696894,-45.496110,-38.360367,-66.447883,-74.286987,-93.508210,-100.192454,-100.508622,-100.596904,-85.522787,-58.880602,-54.540265,-41.179767,-66.935031,-83.844283,-90.943697,-100.085910,-99.537243,-100.544971
35.026400,1.700864,-76.965559,-61.816540,-46.932851,-37.187351,-65.596378,-73.836989,-92.927764,-100.444636,-100.519071,-100.551461,-86.352355,-58.791041,-55.774226,-39.536482,-65.837812,-83.651690,-90.695311,-99.915155,-99.376549,-101.294325
36.026400,1.700864,-78.527996,-61.944877,-48.241648,-36.121095,-65.914278,-73.600657,-92.198688,-100.632721,-100.382939,-100.378589,-87.189107,-58.336196,-57.034167,-37.940785,-65.200795,-83.655926,-90.483396,-99.716543,-99.202241,-101.645595
